SAMPLEMONTH,SAMPLEDAY,STARTFL,ENDFL,LENGTHRUN
6,21,169,270,W
6,22,170,270,W
6,23,171,270,W
6,24,172,270,W
6,25,174,270,W
6,26,175,270,W
6,27,176,270,W
6,28,177,270,W
6,29,178,270,W
6,30,179,270,W
7,1,181,270,W
7,2,182,270,W
7,3,183,270,W
7,4,184,270,W
7,5,185,270,W
7,6,187,270,W
7,7,188,270,W
7,8,189,270,W
7,9,190,270,W
7,10,192,270,W
7,11,193,270,W
7,12,194,270,W
7,13,195,270,W
7,14,197,270,W
7,15,198,270,W
7,16,199,270,W
7,17,201,270,W
7,18,202,270,W
7,19,203,270,W
7,20,205,270,W
7,21,206,270,W
7,22,207,270,W
7,23,209,270,W
7,24,210,270,W
7,25,211,270,W
7,26,213,270,W
7,27,214,270,W
7,28,216,270,W
7,29,217,270,W
7,30,218,270,W
7,31,220,270,W
8,1,221,270,W
8,2,223,270,W
8,3,224,270,W
8,4,226,270,W
8,5,227,270,W
8,6,229,270,W
8,7,230,270,W
8,8,232,270,W
8,9,233,270,W
8,10,235,270,W
8,11,236,270,W
8,12,238,270,W
8,13,239,270,W
8,14,241,270,W
8,15,243,270,W
8,16,244,270,W
8,17,246,270,W
8,18,247,270,W
8,19,249,270,W
8,20,251,270,W
8,21,252,270,W
8,22,254,270,W
8,23,256,270,W
8,24,257,270,W
8,25,259,270,W
8,26,261,270,W
8,27,262,270,W
8,28,264,270,W
8,29,266,270,W
8,30,268,270,W
8,31,269,270,W
9,1,270,270,W
12,1,0,33,F
12,2,0,33,F
12,3,0,34,F
12,4,0,34,F
12,5,0,34,F
12,6,0,34,F
12,7,0,34,F
12,8,0,35,F
12,9,0,35,F
12,10,0,35,F
12,11,0,35,F
12,12,0,36,F
12,13,0,36,F
12,14,0,36,F
12,15,0,36,F
12,16,0,37,F
12,17,0,37,F
12,18,0,37,F
12,19,0,37,F
12,20,0,38,F
12,21,0,38,F
12,22,0,38,F
12,23,0,38,F
12,24,0,39,F
12,25,0,39,F
12,26,0,39,F
12,27,0,39,F
12,28,0,40,F
12,29,0,40,F
12,30,0,40,F
12,31,0,40,F
1,1,0,41,F
1,2,0,41,F
1,3,0,41,F
1,4,0,41,F
1,5,0,42,F
1,6,0,42,F
1,7,0,42,F
1,8,0,43,F
1,9,0,43,F
1,10,0,43,F
1,11,0,43,F
1,12,0,44,F
1,13,0,44,F
1,14,0,44,F
1,15,0,45,F
1,16,0,45,F
1,17,0,45,F
1,18,0,45,F
1,19,0,46,F
1,20,0,46,F
1,21,0,46,F
1,22,0,47,F
1,23,0,47,F
1,24,0,47,F
1,25,0,48,F
1,26,0,48,F
1,27,0,48,F
1,28,0,49,F
1,29,0,49,F
1,30,0,49,F
1,31,0,50,F
2,1,0,50,F
2,2,0,50,F
2,3,0,50,F
2,4,0,51,F
2,5,0,51,F
2,6,0,51,F
2,7,0,52,F
2,8,0,52,F
2,9,0,53,F
2,10,0,53,F
2,11,0,53,F
2,12,0,54,F
2,13,0,54,F
2,14,0,54,F
2,15,0,55,F
2,16,0,55,F
2,17,0,55,F
2,18,0,56,F
2,19,0,56,F
2,20,0,56,F
2,21,0,57,F
2,22,0,57,F
2,23,0,58,F
2,24,0,58,F
2,25,0,58,F
2,26,0,59,F
2,27,0,59,F
2,28,0,59,F
2,29,0,60,F
3,1,0,60,F
3,2,0,60,F
3,3,0,61,F
3,4,0,61,F
3,5,0,61,F
3,6,0,62,F
3,7,0,62,F
3,8,0,63,F
3,9,0,63,F
3,10,0,64,F
3,11,0,64,F
3,12,0,64,F
3,13,0,65,F
3,14,0,65,F
3,15,0,66,F
3,16,0,66,F
3,17,0,67,F
3,18,0,67,F
3,19,0,67,F
3,20,0,68,F
3,21,0,68,F
3,22,0,69,F
3,23,0,69,F
3,24,0,70,F
3,25,0,70,F
3,26,0,71,F
3,27,0,71,F
3,28,0,72,F
3,29,0,72,F
3,30,0,72,F
3,31,0,73,F
4,1,33,73,F
4,2,33,74,F
4,3,34,74,F
4,4,34,75,F
4,5,34,75,F
4,6,34,76,F
4,7,34,76,F
4,8,35,77,F
4,9,35,77,F
4,10,35,78,F
4,11,35,78,F
4,12,36,79,F
4,13,36,79,F
4,14,36,80,F
4,15,36,80,F
4,16,37,81,F
4,17,37,82,F
4,18,37,82,F
4,19,37,83,F
4,20,38,83,F
4,21,38,84,F
4,22,38,84,F
4,23,38,85,F
4,24,39,85,F
4,25,39,86,F
4,26,39,87,F
4,27,39,87,F
4,28,40,88,F
4,29,40,88,F
4,30,40,89,F
5,1,40,89,F
5,2,41,90,F
5,3,41,91,F
5,4,41,91,F
5,5,41,92,F
5,6,42,92,F
5,7,42,93,F
5,8,42,94,F
5,9,43,94,F
5,10,43,95,F
5,11,43,95,F
5,12,43,96,F
5,13,44,97,F
5,14,44,97,F
5,15,44,98,F
5,16,45,99,F
5,17,45,99,F
5,18,45,100,F
5,19,45,101,F
5,20,46,101,F
5,21,46,102,F
5,22,46,103,F
5,23,47,103,F
5,24,47,104,F
5,25,47,105,F
5,26,48,105,F
5,27,48,106,F
5,28,48,107,F
5,29,49,107,F
5,30,49,108,F
5,31,49,109,F
6,1,50,110,F
6,2,50,110,F
6,3,50,111,F
6,4,50,112,F
6,5,51,112,F
6,6,51,113,F
6,7,51,114,F
6,8,52,115,F
6,9,52,115,F
6,10,53,116,F
6,11,53,117,F
6,12,53,118,F
6,13,54,119,F
6,14,54,119,F
6,15,54,120,F
6,16,55,121,F
6,17,55,122,F
